invoice_id,entity,vendor_id,invoice_date,due_date,paid_date,amount,status,po_reference,is_duplicate
MW-INV5066,Meridian West,5,2025-09-11,2025-10-26,2025-10-02,5077.65,Paid,PO-47171,0
MW-INV5067,Meridian West,1,2025-01-24,2025-02-23,2025-03-19,8583.33,Paid,PO-26284,0
MW-INV5068,Meridian West,8,2025-04-14,2025-05-14,2025-06-04,18420.99,Paid,PO-27290,0
MW-INV5069,Meridian West,7,2025-05-09,2025-06-08,2025-07-01,12057.52,Paid,PO-16787,0
MW-INV5070,Meridian West,2,2025-02-18,2025-03-20,2025-04-07,169.93,Paid,,0
MW-INV5071,Meridian West,2,2025-08-05,2025-09-04,2025-08-13,4351.18,Paid,PO-21708,0
MW-INV5072,Meridian West,8,2025-03-10,2025-04-09,2025-04-11,11922.92,Paid,,0
MW-INV5073,Meridian West,7,2025-04-20,2025-05-20,2025-05-28,7704.88,Paid,PO-99989,0
MW-INV5074,Meridian West,8,2025-06-29,2025-07-29,2025-08-06,17825.61,Paid,PO-51222,0
MW-INV5075,Meridian West,13,2025-11-04,2025-12-19,2025-11-25,14444.09,Paid,PO-13515,0
MW-INV5076,Meridian West,5,2025-07-20,2025-09-03,2025-08-11,5573.2,Paid,PO-17152,0
MW-INV5077,Meridian West,12,2025-11-23,2025-12-23,2025-11-29,18090.74,Paid,PO-57329,0
MW-INV5078,Meridian West,10,2025-08-30,2025-09-29,2025-09-06,17664.21,Paid,,0
MW-INV5079,Meridian West,8,2025-09-17,2025-10-17,2025-09-25,14226.47,Paid,PO-65518,0
MW-INV5080,Meridian West,2,2025-06-08,2025-07-08,2025-08-02,1600.05,Paid,PO-36633,0
MW-INV5081,Meridian West,2,2025-06-08,2025-07-08,2025-07-15,15682.69,Paid,PO-17589,0
MW-INV5082,Meridian West,11,2025-12-08,2026-01-07,2025-12-13,13760.08,Paid,PO-33022,0
MW-INV5083,Meridian West,13,2025-09-22,2025-11-06,2025-10-17,3213.77,Paid,PO-26637,0
MW-INV5084,Meridian West,8,2025-05-20,2025-06-19,2025-06-16,9762.72,Paid,PO-44465,0
MW-INV5085,Meridian West,1,2025-09-13,2025-10-13,2025-09-24,3036.64,Paid,PO-23487,0
MW-INV5086,Meridian West,1,2025-01-07,2025-02-06,2025-02-13,4637.52,Paid,PO-71835,0
MW-INV5087,Meridian West,13,2025-12-02,2026-01-16,2025-12-24,7788.31,Paid,PO-51934,0
MW-INV5088,Meridian West,1,2025-04-02,2025-05-02,2025-05-17,4245.45,Paid,PO-77603,0
MW-INV5089,Meridian West,11,2025-06-17,2025-07-17,2025-08-06,6919.67,Paid,PO-48219,0
MW-INV5090,Meridian West,12,2025-04-11,2025-05-11,2025-05-28,13590.7,Paid,PO-81638,0
MW-INV5091,Meridian West,1,2025-06-21,2025-07-21,2025-08-15,15729.26,Paid,,0
MW-INV5092,Meridian West,10,2025-05-24,2025-06-23,2025-07-05,1857.04,Paid,PO-40339,0
MW-INV5093,Meridian West,2,2025-10-25,2025-11-24,2025-11-05,15196.32,Paid,PO-19808,0
MW-INV5094,Meridian West,7,2025-07-21,2025-08-20,2025-07-31,13008.31,Paid,PO-52762,0
MW-INV5095,Meridian West,14,2025-02-25,2025-04-11,2025-04-26,8702.11,Paid,,0
MW-INV5096,Meridian West,2,2025-02-16,2025-03-18,2025-04-03,3042.24,Paid,PO-99922,0
MW-INV5097,Meridian West,7,2025-03-17,2025-04-16,2025-05-03,6677.88,Paid,,0
MW-INV5098,Meridian West,8,2025-08-20,2025-09-19,2025-08-31,10351.75,Paid,PO-82105,0
MW-INV5099,Meridian West,5,2025-03-08,2025-04-22,2025-05-06,12743.33,Paid,,0
MW-INV5100,Meridian West,2,2025-04-12,2025-05-12,2025-06-01,16710.8,Paid,PO-68121,0
MW-INV5101,Meridian West,1,2025-03-28,2025-04-27,2025-05-17,13443.31,Paid,,0
MW-INV5102,Meridian West,11,2025-05-24,2025-06-23,2025-06-30,8334.31,Paid,,0
MW-INV5103,Meridian West,13,2025-09-03,2025-10-18,2025-09-30,2668.28,Paid,PO-36143,0
MW-INV5104,Meridian West,1,2025-07-15,2025-08-14,2025-07-25,14498.15,Paid,PO-57069,0
MW-INV5105,Meridian West,8,2025-05-19,2025-06-18,2025-07-03,4169.02,Paid,,0
MW-INV5106,Meridian West,5,2025-03-23,2025-05-07,2025-05-26,1987.47,Paid,PO-96096,0
MW-INV5107,Meridian West,5,2025-10-22,2025-12-06,2025-11-19,6660.67,Paid,PO-32768,0
MW-INV5108,Meridian West,7,2025-10-18,2025-11-17,2025-10-23,10492.18,Paid,PO-83807,0
MW-INV5109,Meridian West,1,2025-02-16,2025-03-18,2025-04-10,515.68,Paid,,0
MW-INV5110,Meridian West,10,2025-06-15,2025-07-15,2025-07-31,1242.85,Paid,PO-29360,0
MW-INV5111,Meridian West,2,2025-07-11,2025-08-10,2025-07-19,10903.41,Paid,PO-54113,0
MW-INV5112,Meridian West,12,2025-11-29,2025-12-29,2025-12-04,5972.15,Paid,PO-83659,0
MW-INV5113,Meridian West,10,2025-07-13,2025-08-12,2025-07-21,2486.84,Paid,PO-10235,0
MW-INV5114,Meridian West,14,2025-01-17,2025-03-03,2025-03-27,3491.2,Paid,PO-51709,0
MW-INV5115,Meridian West,12,2025-03-14,2025-04-13,2025-04-23,6513.97,Paid,,0
MW-INV5116,Meridian West,7,2025-08-17,2025-09-16,2025-08-28,359.11,Paid,PO-37483,0
MW-INV5117,Meridian West,1,2025-07-17,2025-08-16,2025-07-24,3202.31,Paid,PO-64266,0
MW-INV5118,Meridian West,14,2025-11-30,2026-01-14,2025-12-26,14063.77,Paid,PO-39567,0
MW-INV5119,Meridian West,2,2025-02-07,2025-03-09,2025-03-10,3102.6,Paid,PO-19830,0
MW-INV5120,Meridian West,12,2025-01-16,2025-02-15,2025-03-14,8064.78,Paid,,0
MW-INV5121,Meridian West,7,2025-04-16,2025-05-16,2025-06-06,10317.96,Paid,PO-80795,0
MW-INV5122,Meridian West,8,2025-10-20,2025-11-19,2025-10-29,10236.31,Paid,PO-74349,0
MW-INV5123,Meridian West,14,2025-09-03,2025-10-18,2025-09-28,3284.77,Paid,PO-48248,0
MW-INV5124,Meridian West,12,2025-12-05,2026-01-04,2025-12-15,5012.83,Paid,PO-94130,0
MW-INV5125,Meridian West,11,2025-08-14,2025-09-13,2025-08-21,5078.11,Paid,PO-18079,0
MW-INV5126,Meridian West,13,2025-07-31,2025-09-14,2025-08-25,17962.45,Paid,PO-87296,0
MW-INV5127,Meridian West,13,2025-12-18,2026-02-01,,16328.35,Unpaid,PO-72424,0
MW-INV5128,Meridian West,1,2025-09-15,2025-10-15,2025-09-22,10631.89,Paid,PO-77740,0
MW-INV5129,Meridian West,12,2025-03-30,2025-04-29,2025-05-16,4038.18,Paid,,0
MW-INV5130,Meridian West,10,2025-11-01,2025-12-01,2025-11-10,4882.21,Paid,PO-18783,0
MW-INV5131,Meridian West,12,2025-01-07,2025-02-06,2025-02-20,9739.01,Paid,,0
MW-INV5132,Meridian West,2,2025-02-24,2025-03-26,2025-03-25,10475.25,Paid,PO-23237,0
MW-INV5133,Meridian West,12,2025-10-20,2025-11-19,2025-10-29,5203.85,Paid,PO-28855,0
MW-INV5134,Meridian West,7,2025-12-20,2026-01-19,2025-12-29,4509.58,Paid,PO-72287,0
MW-INV5135,Meridian West,11,2025-05-24,2025-06-23,2025-07-14,12717.03,Paid,,0
MW-INV5136,Meridian West,8,2025-11-06,2025-12-06,2025-11-11,11995.93,Paid,PO-34633,0
MW-INV5137,Meridian West,7,2025-01-29,2025-02-28,2025-03-06,5859.11,Paid,PO-76426,0
MW-INV5138,Meridian West,5,2025-01-30,2025-03-16,2025-03-27,4728.15,Paid,,0
MW-INV5139,Meridian West,13,2025-07-23,2025-09-06,2025-08-15,710.83,Paid,PO-58819,0
MW-INV5140,Meridian West,10,2025-05-13,2025-06-12,2025-06-20,13893.44,Paid,PO-21847,0
MW-INV5141,Meridian West,5,2025-04-24,2025-06-08,2025-06-11,5087.68,Paid,PO-63674,0
MW-INV5142,Meridian West,10,2025-11-28,2025-12-28,2025-12-04,3328.23,Paid,PO-11109,0
MW-INV5143,Meridian West,11,2025-08-05,2025-09-04,2025-08-19,8572.61,Paid,PO-38601,0
MW-INV5144,Meridian West,13,2025-12-06,2026-01-20,2025-12-27,17885.01,Paid,PO-59051,0
MW-INV5145,Meridian West,2,2025-06-22,2025-07-22,2025-08-15,15958.37,Paid,PO-44229,0
MW-INV5146,Meridian West,5,2025-01-30,2025-03-16,2025-03-27,14929.64,Paid,PO-88647,0
MW-INV5147,Meridian West,11,2025-05-13,2025-06-12,2025-07-01,13669.03,Paid,PO-86418,0
MW-INV5148,Meridian West,13,2025-11-23,2026-01-07,2025-12-16,14552.86,Paid,PO-98063,0
MW-INV5149,Meridian West,10,2025-05-31,2025-06-30,2025-07-15,4896.26,Paid,PO-83273,0
MW-INV5150,Meridian West,5,2025-07-01,2025-08-15,2025-07-26,4248.07,Paid,PO-50250,0
MW-INV5151,Meridian West,2,2025-08-29,2025-09-28,2025-09-12,10798.75,Paid,PO-91350,0
MW-INV5152,Meridian West,13,2025-06-02,2025-07-17,2025-08-02,7730.52,Paid,,0
MW-INV5153,Meridian West,12,2025-03-15,2025-04-14,2025-04-20,14443.57,Paid,PO-73908,0
MW-INV5154,Meridian West,5,2025-03-28,2025-05-12,2025-06-06,10724.72,Paid,PO-30766,0
MW-INV5155,Meridian West,8,2025-07-26,2025-08-25,2025-08-01,235.68,Paid,PO-79963,0
MW-INV5156,Meridian West,13,2025-04-08,2025-05-23,2025-06-08,478.76,Paid,PO-10540,0
MW-INV5157,Meridian West,2,2025-07-16,2025-08-15,2025-07-23,1348.02,Paid,PO-15992,0
MW-INV5158,Meridian West,10,2025-06-25,2025-07-25,2025-08-05,18429.15,Paid,PO-74248,0
MW-INV5159,Meridian West,5,2025-03-09,2025-04-23,2025-05-05,9410.03,Paid,PO-26143,0
MW-INV5160,Meridian West,13,2025-11-16,2025-12-31,2025-12-11,1041.57,Paid,PO-16286,0
MW-INV5161,Meridian West,12,2025-07-14,2025-08-13,2025-07-25,13029.28,Paid,PO-36934,0
MW-INV5162,Meridian West,13,2025-05-19,2025-07-03,2025-07-19,11578.34,Paid,PO-27978,0
MW-INV5163,Meridian West,2,2025-02-24,2025-03-26,2025-03-25,14425.55,Paid,PO-78569,0
MW-INV5164,Meridian West,5,2025-12-19,2026-02-02,,17272.83,Unpaid,PO-53332,0
MW-INV5165,Meridian West,2,2025-02-26,2025-03-28,2025-04-15,2886.8,Paid,PO-21807,0
MW-INV5166,Meridian West,5,2025-08-22,2025-10-06,2025-09-12,18292.02,Paid,PO-48800,0
MW-INV5167,Meridian West,7,2025-12-13,2026-01-12,2025-12-21,1893.22,Paid,,0
MW-INV5168,Meridian West,14,2025-05-18,2025-07-02,2025-07-27,16270.03,Paid,PO-22183,0
MW-INV5169,Meridian West,11,2025-07-17,2025-08-16,2025-07-25,7888.93,Paid,PO-31860,0
MW-INV5170,Meridian West,2,2025-08-02,2025-09-01,2025-08-08,16871.01,Paid,PO-73265,0
MW-INV5171,Meridian West,14,2025-01-15,2025-03-01,2025-03-25,13495.56,Paid,PO-27125,0
MW-INV5172,Meridian West,1,2025-12-14,2026-01-13,2025-12-19,9780.41,Paid,PO-85582,0
MW-INV5173,Meridian West,14,2025-02-18,2025-04-04,2025-04-02,8993.41,Paid,PO-96993,0
MW-INV5174,Meridian West,1,2025-11-26,2025-12-26,2025-12-07,17295.72,Paid,PO-76265,0
MW-INV5175,Meridian West,5,2025-06-19,2025-08-03,2025-08-17,4236.66,Paid,PO-94320,0
MW-INV5176,Meridian West,12,2025-02-15,2025-03-17,2025-03-28,15868.41,Paid,PO-68598,0
MW-INV5177,Meridian West,8,2025-01-19,2025-02-18,2025-03-01,1817.93,Paid,PO-89194,0
MW-INV5178,Meridian West,12,2025-06-24,2025-07-24,2025-08-04,6817.33,Paid,PO-17113,0
MW-INV5179,Meridian West,12,2025-12-03,2026-01-02,2025-12-10,1937.97,Paid,PO-96364,0
MW-INV5180,Meridian West,2,2025-01-24,2025-02-23,2025-03-14,16607.7,Paid,,0
MW-INV5181,Meridian West,5,2025-04-07,2025-05-22,2025-06-15,4106.07,Paid,PO-34979,0
MW-INV5182,Meridian West,14,2025-03-05,2025-04-19,2025-05-13,14318.86,Paid,PO-69048,0
MW-INV5183,Meridian West,13,2025-01-25,2025-03-11,2025-03-13,10886.97,Paid,PO-76628,0
MW-INV5184,Meridian West,10,2025-02-23,2025-03-25,2025-04-02,7258.89,Paid,PO-88714,0
MW-INV5185,Meridian West,5,2025-05-21,2025-07-05,2025-07-10,5548.08,Paid,,0
MW-INV5186,Meridian West,13,2025-06-10,2025-07-25,2025-08-10,13212.89,Paid,PO-82559,0
MW-INV5187,Meridian West,10,2025-11-29,2025-12-29,2025-12-10,10104.72,Paid,PO-93476,0
MW-INV5188,Meridian West,8,2025-12-12,2026-01-11,2025-12-21,13873.39,Paid,PO-79979,0
MW-INV5189,Meridian West,10,2025-01-28,2025-02-27,2025-03-08,13915.9,Paid,PO-31094,0
MW-INV5190,Meridian West,11,2025-04-15,2025-05-15,2025-05-21,13978.45,Paid,PO-14234,0
MW-INV5191,Meridian West,5,2025-11-28,2026-01-12,2025-12-20,14542.04,Paid,PO-47701,0
MW-INV5192,Meridian West,7,2025-10-10,2025-11-09,2025-10-19,1137.27,Paid,PO-42943,0
MC-INV5001,Meridian Coastal,1,2025-03-24,2025-04-23,2025-04-29,6215.83,Paid,,0
MC-INV5002,Meridian Coastal,18,2025-11-12,2025-12-12,2025-11-20,15621.62,Paid,PO-49472,0
MC-INV5003,Meridian Coastal,6,2025-04-23,2025-05-08,2025-05-30,14577.84,Paid,PO-30889,0
MC-INV5004,Meridian Coastal,18,2025-06-19,2025-07-19,2025-07-28,6225.07,Paid,,0
MC-INV5005,Meridian Coastal,18,2025-01-05,2025-02-04,2025-02-22,4560.38,Paid,PO-94182,0
MC-INV5006,Meridian Coastal,16,2025-07-17,2025-08-16,2025-07-28,4858.44,Paid,,0
MC-INV5007,Meridian Coastal,17,2025-01-23,2025-03-09,2025-03-17,6027.74,Paid,PO-20793,0
MC-INV5008,Meridian Coastal,2,2025-12-10,2026-01-09,2025-12-24,11701.59,Paid,PO-37941,0
MC-INV5009,Meridian Coastal,14,2025-08-11,2025-09-25,2025-08-31,13855.45,Paid,,0
MC-INV5010,Meridian Coastal,10,2025-10-13,2025-11-12,2025-10-17,1442.61,Paid,PO-39837,0
MC-INV5011,Meridian Coastal,15,2025-07-19,2025-08-18,2025-07-27,11920.11,Paid,PO-91048,0
MC-INV5012,Meridian Coastal,6,2025-02-24,2025-03-11,2025-03-13,5468.5,Paid,PO-99899,0
MC-INV5013,Meridian Coastal,15,2025-08-31,2025-09-30,2025-09-11,13852.93,Paid,PO-81529,0
MC-INV5014,Meridian Coastal,14,2025-11-28,2026-01-12,2025-12-24,6996.94,Paid,PO-11461,0
MC-INV5015,Meridian Coastal,11,2025-10-03,2025-11-02,2025-10-11,4004.47,Paid,PO-55069,0
MC-INV5016,Meridian Coastal,8,2025-05-10,2025-06-09,2025-06-19,3715.89,Paid,PO-33770,0
MC-INV5017,Meridian Coastal,6,2025-08-25,2025-09-09,2025-08-27,12475.42,Paid,PO-42858,0
MC-INV5018,Meridian Coastal,18,2025-12-02,2026-01-01,2025-12-11,4453.68,Paid,PO-47373,0
MC-INV5019,Meridian Coastal,18,2025-06-06,2025-07-06,2025-07-16,10551.92,Paid,PO-51462,0
MC-INV5020,Meridian Coastal,14,2025-11-25,2026-01-09,2025-12-18,8152.88,Paid,PO-57118,0
MC-INV5021,Meridian Coastal,10,2025-09-07,2025-10-07,2025-09-15,11281.62,Paid,PO-46780,0
MC-INV5022,Meridian Coastal,18,2025-02-09,2025-03-11,2025-03-21,13498.26,Paid,PO-12441,0
MC-INV5023,Meridian Coastal,2,2025-01-19,2025-02-18,2025-02-19,18476.66,Paid,PO-71879,0
MC-INV5024,Meridian Coastal,14,2025-05-29,2025-07-13,2025-07-21,2606.72,Paid,PO-75683,0
MC-INV5025,Meridian Coastal,2,2025-11-11,2025-12-11,2025-11-18,2725.8,Paid,PO-30869,0
MC-INV5026,Meridian Coastal,4,2025-01-21,2025-02-20,2025-02-18,4165.33,Paid,PO-73916,0
MC-INV5027,Meridian Coastal,2,2025-09-23,2025-10-23,2025-10-05,8768.52,Paid,PO-69591,0
MC-INV5028,Meridian Coastal,18,2025-05-21,2025-06-20,2025-06-27,15469.91,Paid,PO-44513,0
MC-INV5029,Meridian Coastal,18,2025-02-09,2025-03-11,2025-03-14,16797.9,Paid,PO-77681,0
MC-INV5030,Meridian Coastal,8,2025-01-04,2025-02-03,2025-02-14,9358.71,Paid,PO-28214,0
MC-INV5031,Meridian Coastal,1,2025-03-22,2025-04-21,2025-04-23,2321.36,Paid,PO-40191,0
MC-INV5032,Meridian Coastal,2,2025-10-30,2025-11-29,2025-11-12,3108.87,Paid,,0
MC-INV5033,Meridian Coastal,6,2025-01-21,2025-02-05,2025-02-20,3202.36,Paid,PO-33597,0
MC-INV5034,Meridian Coastal,14,2025-12-05,2026-01-19,2025-12-28,15220.92,Paid,PO-21239,0
MC-INV5035,Meridian Coastal,11,2025-11-04,2025-12-04,2025-11-16,14233.44,Paid,PO-91685,0
MC-INV5036,Meridian Coastal,16,2025-04-28,2025-05-28,2025-06-18,7090.18,Paid,,0
MC-INV5037,Meridian Coastal,8,2025-02-19,2025-03-21,2025-04-10,11156.58,Paid,PO-79655,0
MC-INV5038,Meridian Coastal,6,2025-01-01,2025-01-16,2025-02-14,16609.38,Paid,PO-98940,0
MC-INV5039,Meridian Coastal,11,2025-04-28,2025-05-28,2025-06-18,14255.13,Paid,PO-55943,0
MC-INV5040,Meridian Coastal,10,2025-09-02,2025-10-02,2025-09-10,14203.51,Paid,PO-20986,0
MC-INV5041,Meridian Coastal,8,2025-09-25,2025-10-25,2025-10-05,12160.92,Paid,PO-51405,0
MC-INV5042,Meridian Coastal,6,2025-08-05,2025-08-20,2025-08-08,10511.7,Paid,PO-90200,0
MC-INV5043,Meridian Coastal,17,2025-04-02,2025-05-17,2025-05-21,4806.82,Paid,PO-50193,0
MC-INV5044,Meridian Coastal,18,2025-03-02,2025-04-01,2025-04-21,13872.39,Paid,PO-68536,0
MC-INV5045,Meridian Coastal,4,2025-10-09,2025-11-08,2025-10-15,1105.17,Paid,PO-61000,0
MC-INV5046,Meridian Coastal,4,2025-10-09,2025-11-08,2025-10-15,1105.17,Paid,PO-61000,1
MC-INV5047,Meridian Coastal,8,2025-08-11,2025-09-10,2025-08-18,1767.38,Paid,PO-44483,0
MC-INV5048,Meridian Coastal,11,2025-11-11,2025-12-11,2025-11-19,17830.77,Paid,PO-17531,0
MC-INV5049,Meridian Coastal,18,2025-09-23,2025-10-23,2025-09-30,5398.22,Paid,PO-14405,0
MC-INV5050,Meridian Coastal,4,2025-05-03,2025-06-02,2025-05-31,1743.57,Paid,PO-46167,0
MC-INV5051,Meridian Coastal,15,2025-02-05,2025-03-07,2025-02-26,17016.91,Paid,PO-82036,0
MC-INV5052,Meridian Coastal,10,2025-04-26,2025-05-26,2025-06-02,17210.25,Paid,,0
MC-INV5053,Meridian Coastal,10,2025-06-24,2025-07-24,2025-08-01,17527.73,Paid,PO-77277,0
MC-INV5054,Meridian Coastal,11,2025-10-16,2025-11-15,2025-10-23,6382.78,Paid,PO-70142,0
MC-INV5055,Meridian Coastal,11,2025-11-21,2025-12-21,2025-12-01,14621.84,Paid,PO-38885,0
MC-INV5056,Meridian Coastal,6,2025-01-05,2025-01-20,2025-01-29,5421.76,Paid,PO-62288,0
MC-INV5057,Meridian Coastal,4,2025-07-01,2025-07-31,2025-07-08,4160.69,Paid,PO-85197,0
MC-INV5058,Meridian Coastal,14,2025-05-04,2025-06-18,2025-07-04,3870.77,Paid,PO-42728,0
MC-INV5059,Meridian Coastal,18,2025-09-10,2025-10-10,2025-09-18,11413.72,Paid,PO-80972,0
MC-INV5060,Meridian Coastal,8,2025-05-21,2025-06-20,2025-06-06,16958.73,Paid,PO-46735,0
MC-INV5061,Meridian Coastal,11,2025-09-02,2025-10-02,2025-09-12,17392.66,Paid,PO-14268,0
MC-INV5062,Meridian Coastal,6,2025-08-24,2025-09-08,2025-08-26,12519.79,Paid,PO-59732,0
MC-INV5063,Meridian Coastal,10,2025-05-02,2025-06-01,2025-06-14,5093.64,Paid,PO-90358,0
MC-INV5064,Meridian Coastal,4,2025-07-06,2025-08-05,2025-07-17,3450.97,Paid,PO-27188,0
MC-INV5065,Meridian Coastal,6,2025-08-10,2025-08-25,2025-08-11,15863.27,Paid,PO-35698,0
MC-INV5066,Meridian Coastal,17,2025-03-10,2025-04-24,2025-05-23,9637.08,Paid,PO-51383,0
MC-INV5067,Meridian Coastal,14,2025-03-25,2025-05-09,2025-05-20,1251.67,Paid,PO-43330,0
MC-INV5068,Meridian Coastal,4,2025-10-14,2025-11-13,2025-10-18,6464.97,Paid,PO-63970,0
MC-INV5069,Meridian Coastal,18,2025-10-03,2025-11-02,2025-10-11,3352.79,Paid,PO-47304,0
MC-INV5070,Meridian Coastal,16,2025-07-15,2025-08-14,2025-07-22,17703.51,Paid,PO-31964,0
MC-INV5071,Meridian Coastal,16,2025-02-10,2025-03-12,2025-03-17,3122.69,Paid,PO-39912,0
MC-INV5072,Meridian Coastal,10,2025-08-16,2025-09-15,2025-08-27,13873.88,Paid,PO-78280,0
MC-INV5073,Meridian Coastal,2,2025-12-05,2026-01-04,2025-12-08,4767.72,Paid,PO-20494,0
MC-INV5074,Meridian Coastal,6,2025-01-28,2025-02-12,2025-03-04,14187.68,Paid,,0
MC-INV5075,Meridian Coastal,10,2025-04-28,2025-05-28,2025-06-10,4689.73,Paid,PO-47247,0
MC-INV5076,Meridian Coastal,4,2025-09-01,2025-10-01,2025-09-05,17304.64,Paid,PO-81898,0
MC-INV5077,Meridian Coastal,18,2025-11-22,2025-12-22,2025-12-03,16248.34,Paid,PO-67013,0
MC-INV5078,Meridian Coastal,2,2025-02-15,2025-03-17,2025-03-20,4917.46,Paid,,0
MC-INV5079,Meridian Coastal,15,2025-12-19,2026-01-18,2025-12-30,17070.32,Paid,PO-72530,0
MC-INV5080,Meridian Coastal,6,2025-07-11,2025-07-26,2025-07-16,8170.9,Paid,PO-42754,0
MC-INV5081,Meridian Coastal,16,2025-08-05,2025-09-04,2025-08-20,11624.68,Paid,PO-77713,0
MC-INV5082,Meridian Coastal,10,2025-07-31,2025-08-30,2025-08-10,2657.05,Paid,PO-24464,0
MC-INV5083,Meridian Coastal,4,2025-01-10,2025-02-09,2025-02-24,2941.94,Paid,,0
MC-INV5084,Meridian Coastal,14,2025-01-05,2025-02-19,2025-03-03,9207.18,Paid,PO-54815,0
MC-INV5085,Meridian Coastal,15,2025-06-19,2025-07-19,2025-08-05,1622.09,Paid,,0
MC-INV5086,Meridian Coastal,10,2025-07-15,2025-08-14,2025-07-25,14245.47,Paid,PO-42631,0
MC-INV5087,Meridian Coastal,17,2025-02-18,2025-04-04,2025-04-11,9712.9,Paid,PO-37321,0
MC-INV5088,Meridian Coastal,14,2025-01-22,2025-03-08,2025-03-19,2391.3,Paid,PO-73075,0
MC-INV5089,Meridian Coastal,16,2025-05-01,2025-05-31,2025-05-31,11763.88,Paid,,0
MC-INV5090,Meridian Coastal,15,2025-01-22,2025-02-21,2025-02-20,12782.26,Paid,PO-30315,0
MC-INV5091,Meridian Coastal,4,2025-11-17,2025-12-17,2025-11-24,1251.96,Paid,PO-56598,0
MC-INV5092,Meridian Coastal,6,2025-11-27,2025-12-12,2025-11-30,8200.49,Paid,,0
MC-INV5093,Meridian Coastal,14,2025-08-13,2025-09-27,2025-09-01,10408.1,Paid,PO-81137,0
MC-INV5094,Meridian Coastal,17,2025-05-21,2025-07-05,2025-07-25,15941.29,Paid,,0
MC-INV5095,Meridian Coastal,17,2025-01-01,2025-02-15,2025-02-18,14388.09,Paid,PO-76316,0
MC-INV5096,Meridian Coastal,8,2025-05-03,2025-06-02,2025-06-12,17897.44,Paid,,0
MC-INV5097,Meridian Coastal,11,2025-11-25,2025-12-25,2025-12-05,6059.14,Paid,PO-22616,0
MC-INV5098,Meridian Coastal,16,2025-09-06,2025-10-06,2025-09-16,11926.14,Paid,PO-60934,0
MC-INV5099,Meridian Coastal,8,2025-02-06,2025-03-08,2025-03-22,390.13,Paid,PO-37359,0
MC-INV5100,Meridian Coastal,4,2025-10-13,2025-11-12,2025-10-22,15234.19,Paid,PO-17641,0
MC-INV5101,Meridian Coastal,16,2025-04-21,2025-05-21,2025-05-14,17776.77,Paid,,0
MC-INV5102,Meridian Coastal,2,2025-10-19,2025-11-18,2025-10-27,13897.72,Paid,PO-64419,0
MC-INV5103,Meridian Coastal,18,2025-08-07,2025-09-06,2025-08-15,16349.82,Paid,PO-31864,0
MC-INV5104,Meridian Coastal,8,2025-08-15,2025-09-14,2025-08-30,10243.99,Paid,PO-52553,0
MC-INV5105,Meridian Coastal,2,2025-10-16,2025-11-15,2025-10-23,10162.24,Paid,PO-59160,0
MC-INV5106,Meridian Coastal,11,2025-01-01,2025-01-31,2025-02-08,11082.25,Paid,,0
MC-INV5107,Meridian Coastal,4,2025-01-12,2025-02-11,2025-01-28,14307.45,Paid,PO-46170,0
MC-INV5108,Meridian Coastal,15,2025-08-24,2025-09-23,2025-09-01,6885.97,Paid,PO-86304,0
MC-INV5109,Meridian Coastal,2,2025-02-09,2025-03-11,2025-03-26,13427.7,Paid,,0
MC-INV5110,Meridian Coastal,16,2025-11-01,2025-12-01,2025-11-10,14983.06,Paid,PO-60010,0
MC-INV5111,Meridian Coastal,11,2025-03-03,2025-04-02,2025-04-12,16110.58,Paid,PO-39716,0
MC-INV5112,Meridian Coastal,15,2025-06-06,2025-07-06,2025-07-10,10516.15,Paid,PO-52838,0
MC-INV5113,Meridian Coastal,17,2025-11-01,2025-12-16,2025-11-25,10705.93,Paid,PO-21807,0
MC-INV5114,Meridian Coastal,17,2025-10-20,2025-12-04,2025-11-13,4967.94,Paid,PO-62235,0
MC-INV5115,Meridian Coastal,2,2025-09-07,2025-10-07,2025-09-13,7404.1,Paid,PO-84885,0
MC-INV5116,Meridian Coastal,11,2025-06-15,2025-07-15,2025-07-22,2214.92,Paid,PO-64209,0
MC-INV5117,Meridian Coastal,10,2025-03-28,2025-04-27,2025-04-28,18273.41,Paid,PO-90769,0
MC-INV5118,Meridian Coastal,2,2025-12-17,2026-01-16,2025-12-23,15798.22,Paid,PO-24728,0
MC-INV5119,Meridian Coastal,10,2025-01-08,2025-02-07,2025-03-01,6449.03,Paid,PO-24585,0
MC-INV5120,Meridian Coastal,2,2025-10-07,2025-11-06,2025-10-14,9013.53,Paid,PO-28526,0
MC-INV5121,Meridian Coastal,15,2025-05-11,2025-06-10,2025-06-20,3275.37,Paid,,0
MC-INV5122,Meridian Coastal,18,2025-01-05,2025-02-04,2025-02-28,12315.71,Paid,PO-96520,0
MC-INV5123,Meridian Coastal,2,2025-07-14,2025-08-13,2025-07-25,9481.72,Paid,PO-23055,0
MC-INV5124,Meridian Coastal,6,2025-08-23,2025-09-07,2025-08-24,879.46,Paid,PO-79391,0
MC-INV5125,Meridian Coastal,18,2025-06-30,2025-07-30,2025-08-05,6671.19,Paid,PO-49626,0
MC-INV5126,Meridian Coastal,11,2025-01-16,2025-02-15,2025-03-19,4289.44,Paid,PO-54798,0
MC-INV5127,Meridian Coastal,18,2025-11-10,2025-12-10,2025-11-17,16164.07,Paid,PO-99983,0
MC-INV5128,Meridian Coastal,8,2025-06-18,2025-07-18,2025-07-25,12122.87,Paid,PO-86156,0
